0.1806225,0
0.216911389,0
0.433716667,1
0.231288611,0
0.738907778,1
0.059728333,0
0.153575556,0
0.179683056,0
0.094258611,0
0.094258611,0
0.095154722,0
0.064215278,0
0.166834722,0
0.241635556,0
0.272335833,1
0.080561389,0
0.079609167,0
0.238793889,0
0.351887222,0
0.353463611,1
0.344553889,1
0.184541944,0
0.182608333,1
0.152421667,0
0.330982778,0
0.088805556,0
0.173972778,0
0.784959444,1
0.259150556,0
0.229494722,0
0.202374444,0
0.099385833,0
0.334820556,0
0.0906075,0
0.111475,0
0.295269167,0
0.091521111,0
0.140884722,0
0.141709167,0
0.433591111,0
0.227142222,0
0.110176944,0
0.245667778,1
0.301324722,0
0.306585278,0
0.1938725,0
0.129083056,0
0.087798889,0
0.16725,0
0.544543333,0
0.262773056,0
0.128718889,1
0.397941111,0
0.104116667,0
0.047540278,0
0.413670556,0
0.275310278,0
0.315236667,0
0.142093611,0
0.189858611,1
0.277054444,0
0.397748889,1
0.204555278,0
0.084470556,0
0.355143333,1
0.150751667,0
0.269136389,1
0.141965556,0
0.31597,0
0.201889722,0
0.074791389,0
0.136551111,0
0.041634722,0
0.332081389,0
0.1586975,0
0.113900278,0
0.031139722,0
0.106399722,0
0.0925175,0
0.194308611,0
0.2949175,1
0.209516944,0
0.418206944,1
0.178197222,0
0.056824722,1
0.227572222,0
1.441905833,0
0.242071667,0
0.043188611,0
0.073667222,0
0.22871,0
0.086325,0
0.108399444,0
0.083345833,0
0.102416111,0
13.48843389,0
0.127398611,0
0.131719167,0
0.079563889,0
0.170790556,0
0.139498611,0
0.352380833,0
0.097939167,0
0.181347778,0
0.888247778,1
0.1520375,0
0.149609167,0
0.208341944,0
0.099513611,0
0.336260556,0
0.138720833,0
0.370562778,1
0.087142222,0
0.057332222,0
0.127282222,0
0.2726425,1
0.535743333,1
0.400165278,0
0.137884722,0
0.048460278,0
0.179483333,0
0.466648889,1
4.599006389,1
0.260080833,0
0.256999167,0
0.495533056,0
0.191096944,0
0.179691111,0
0.085393889,0
0.501086944,0
0.074640556,0
0.197446667,0
0.136606111,0
0.262179444,0
0.079536944,0
0.115633889,0
1.226962778,1
0.100771667,0
0.122556667,0
0.186238611,0
0.332987222,0
0.068565,0
0.293909444,0
0.083157778,0
0.607935556,1
0.174050556,0
0.068348889,0
0.068266389,0
0.098573889,0
0.041236944,0
1.745445278,1
0.145056667,0
0.208680278,0
0.140296111,0
0.108753611,0
0.180402222,0
0.092384444,0
0.480915,1
0.127589444,0
0.34833,0
0.135188889,0
0.4243225,0
0.1635125,0
0.217176944,0
0.171748611,0
0.039354444,0
0.116588889,0
2.128545278,1
0.1603125,0
0.189243889,0
0.089234444,0
0.169546944,0
0.459311944,0
0.051396111,0
0.060263333,0
0.1525825,0
0.681405,1
0.325096111,0
0.084046944,0
2.272934167,1
0.262417778,0
0.205167778,0
0.229015278,1
0.188322222,0
0.181199722,0
0.422916944,1
0.543043889,1
0.330888056,0
0.211454444,0
0.435908333,0
0.197396389,0
0.273735833,0
0.061651111,0
0.045115833,1
0.203078889,0
0.387316111,0
0.593771944,0
3.649126389,1
0.038847222,1
0.485821667,1
0.3282075,0
0.159383889,0
0.147070278,0
0.236483889,0
0.323133611,1
0.54026,0
0.378372778,0
0.024715556,0
0.057236667,0
0.140408056,0
0.075298056,0
0.361429167,0
0.085168333,0
0.241329167,0
0.290509167,0
0.404505278,1
0.141287222,0
0.090780278,0
0.063540556,0
0.131934444,0
0.210543333,0
0.163938333,0
0.08102,0
0.04136,0
0.380933333,0
0.195655833,0
0.332670833,1
0.110466111,0
0.197900278,0
0.0896825,0
0.161786111,1
0.084211389,0
0.050164167,0
0.533216944,0
0.202055833,1
0.385956389,1
0.104670833,0
0.375556667,0
0.328253611,1
0.156823611,0
0.149659444,0
0.26338,0
0.368388333,1
0.438845833,0
0.118865278,0
0.208286667,1
0.642448889,0
0.660745,1
0.158372222,0
1.841293333,1
0.30357,0
0.4621625,1
0.307836111,0
0.050444444,0
0.0654825,0
0.37547,0
0.048361944,0
0.123004444,0
0.080112222,1
0.061363611,0
0.166881667,1
0.056976944,0
0.264615,0
0.190893611,1
0.617485833,0
0.061451111,0
0.436653611,0
0.192883333,0
0.190707778,0
0.072992778,0
0.139658333,0
0.225986667,0
0.2673225,0
0.175774722,0
0.258009167,0
0.074851944,0
0.301195556,1
0.095266944,0
0.370063611,1
0.273945556,1
0.107633889,0
0.310291944,1
0.303839444,0
0.339297778,0
1.364443056,1
0.490330833,0
0.260415556,0
0.135590556,0
0.324026667,1
0.289415833,0
0.207756944,0
0.037212778,0
0.163157222,0
0.358796667,0
0.266620833,0
0.283225278,0
0.122271111,0
0.435678889,0
0.084649167,0
0.762672778,1
0.382866389,0
0.336438333,0
0.912829167,0
0.342905278,0
1.37459,1
0.439705,0
0.080528333,1
0.393431111,0
0.164839444,0
0.254591667,0
0.333401944,0
0.891048056,1
0.351833889,0
0.351768056,0
2.412435556,0
0.149130833,1
0.467420278,1
0.050380556,0
0.496413611,1
0.287583333,1
0.567407222,1
0.815646389,1
0.210658889,0
0.084202778,0
0.703327222,1
0.302526389,0
0.340645833,0
0.538623889,1
0.092500556,0
0.199231667,0
0.239113611,0
0.099884722,0
0.098951389,0
0.138441111,0
0.250727778,0
0.112024167,0
0.119685,0
0.111180556,0
0.365638333,1
0.326928333,0
0.139926111,0
0.375633333,0
0.198837778,0
0.087743889,0
0.129383333,0
0.301616111,0
0.239283333,0
0.082562778,0
0.099225,0
0.180788889,0
0.308022222,0
0.157158056,0
0.059680556,0
0.197253611,0
0.380243056,0
0.112481667,0
0.119604167,0
0.244217222,0
0.197616944,0
0.306032222,1
0.467021389,1
0.069120833,1
0.221218333,0
0.059675278,0
0.389865556,0
0.108528611,1
0.280812778,0
0.795354167,1
0.134728889,0
0.164722222,0
0.1051025,0
0.177472222,0
0.253773889,0
0.135694722,1
0.149849444,0
0.090153056,0
3.027826667,0
0.0374325,0
0.061262222,0
0.196255833,0
0.200005,0
0.408428056,1
0.320582778,0
0.209216667,0
0.136756389,0
0.205044722,0
0.181599722,0
0.235545833,0
0.125895,0
0.289248333,0
0.080150833,0
0.216659444,0
0.3089725,0
0.053771667,0
0.329236111,1
0.477385833,0
0.230925,0
0.1808375,0
0.404840833,0
0.262608889,0
0.022022778,0
0.122568611,0
0.1586475,0
0.057475,0
0.205542778,0
0.237538889,0
0.170531944,0
0.284298056,0
0.549485833,1
0.398193889,1
0.338011667,0
0.0495125,0
0.3699075,0
0.364554167,1
0.179874167,0
0.167181667,0
0.25681,0
0.045244167,0
0.140823333,0
0.152331667,0
0.239345556,0
0.390152778,0
0.203788611,1
0.405277222,0
0.101926667,0
0.216588889,0
0.602624444,1
0.502638611,0
0.877534167,1
0.111741111,0
0.193529722,0
0.321283611,0
0.182809167,0
0.275431111,0
0.214682222,0
0.191894167,0
0.097486667,0
0.139752222,0
0.225855278,1
0.043455278,0
0.071613056,0
0.213855556,0
0.389183611,1
0.164305278,0
0.078872778,0
0.06449,0
0.028523056,0
0.318184722,0
0.426571389,0
0.294792778,0
0.441823889,0
0.139900556,0
0.301904722,0
0.188672222,0
0.375230833,1
0.170488056,0
0.227487222,0
0.053443611,0
0.179238056,0
0.888652222,1
0.1899075,0
0.072308056,0
0.222976389,0
0.052086111,0
0.064549444,0
0.383728333,0
0.480168333,1
0.374057222,1
0.062010556,0
0.115509444,0
0.137947778,0
0.075789167,0
0.534085556,1
0.155829444,0
0.062908611,0
0.326810556,1
0.326810556,1
0.153925556,0
0.366148889,0
0.091419167,0
